name,cbs_code,province,found,slug,url,final_url,title,status,reason,candidates_tried
Haaksbergen,0158,Overijssel,False,haaksbergen,https://haaksbergen.incijfers.nl/Dashboard,https://haaksbergen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,haaksbergen
Hardenberg,0160,Overijssel,False,hardenberg,https://hardenberg.incijfers.nl/Dashboard,https://hardenberg.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,hardenberg
Hellendoorn,0163,Overijssel,False,hellendoorn,https://hellendoorn.incijfers.nl/Dashboard,https://hellendoorn.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,hellendoorn
Hengelo,0164,Overijssel,False,hengelo,https://hengelo.incijfers.nl/Dashboard,https://hengelo.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,hengelo
Hof van Twente,1735,Overijssel,False,hofvantwente,https://hofvantwente.incijfers.nl/Dashboard,https://hofvantwente.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,hof-van-twente hofvantwente
Kampen,0166,Overijssel,False,kampen,https://kampen.incijfers.nl/Dashboard,https://kampen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,kampen
Losser,0168,Overijssel,False,losser,https://losser.incijfers.nl/Dashboard,https://losser.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,losser
Oldenzaal,0173,Overijssel,False,oldenzaal,https://oldenzaal.incijfers.nl/Dashboard,https://oldenzaal.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,oldenzaal
Olst-Wijhe,1773,Overijssel,False,olst,https://olst.incijfers.nl/Dashboard,https://olst.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,olst-wijhe olstwijhe olst
Ommen,0175,Overijssel,False,ommen,https://ommen.incijfers.nl/Dashboard,https://ommen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,ommen
Raalte,0177,Overijssel,False,raalte,https://raalte.incijfers.nl/Dashboard,https://raalte.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,raalte
Rijssen-Holten,1742,Overijssel,True,rijssen-holten,https://rijssen-holten.incijfers.nl/Dashboard,https://rijssen-holten.incijfers.nl/Dashboard,Rijssen-Holten in Cijfers - Rijssen-Holten,200,ok,rijssen-holten
Staphorst,0180,Overijssel,False,staphorst,https://staphorst.incijfers.nl/Dashboard,https://staphorst.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,staphorst
Steenwijkerland,1708,Overijssel,False,steenwijkerland,https://steenwijkerland.incijfers.nl/Dashboard,https://steenwijkerland.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,steenwijkerland
Tubbergen,0183,Overijssel,True,tubbergen,https://tubbergen.incijfers.nl/Dashboard,https://noaberkracht.incijfers.nl/dashboard?regionlevel=gemeente&regioncode=183,Noaberkracht Dinkelland-Tubbergen in Cijfers - Dinkelland,200,ok,tubbergen
Twenterand,1700,Overijssel,False,twenterand,https://twenterand.incijfers.nl/Dashboard,https://twenterand.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,twenterand
Wierden,0189,Overijssel,False,wierden,https://wierden.incijfers.nl/Dashboard,https://wierden.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,wierden
Zwartewaterland,1896,Overijssel,False,zwartewaterland,https://zwartewaterland.incijfers.nl/Dashboard,https://zwartewaterland.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,zwartewaterland
Zwolle,0193,Overijssel,False,zwolle,https://zwolle.incijfers.nl/Dashboard,https://cijfersoverzwolle.nl/dashboard/dashboard/migratie,Dashboard - Migratie - Zwolle,200,not_dashboard,zwolle
Amersfoort,0307,Utrecht,False,amersfoort,https://amersfoort.incijfers.nl/Dashboard,https://amersfoort.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,amersfoort
Baarn,0308,Utrecht,False,baarn,https://baarn.incijfers.nl/Dashboard,https://baarn.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,baarn
Bunnik,0312,Utrecht,False,bunnik,https://bunnik.incijfers.nl/Dashboard,https://bunnik.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,bunnik
Bunschoten,0313,Utrecht,False,bunschoten,https://bunschoten.incijfers.nl/Dashboard,https://bunschoten.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,bunschoten
De Bilt,0310,Utrecht,False,bilt,https://bilt.incijfers.nl/Dashboard,https://bilt.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,de-bilt debilt bilt
De Ronde Venen,0736,Utrecht,False,rondevenen,https://rondevenen.incijfers.nl/Dashboard,https://rondevenen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,de-ronde-venen derondevenen ronde-venen rondevenen
Eemnes,0317,Utrecht,False,eemnes,https://eemnes.incijfers.nl/Dashboard,https://eemnes.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,eemnes
Houten,0321,Utrecht,False,houten,https://houten.incijfers.nl/Dashboard,https://houten.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,houten
IJsselstein,0353,Utrecht,False,ijsselstein,https://ijsselstein.incijfers.nl/Dashboard,https://ijsselstein.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,ijsselstein
Leusden,0327,Utrecht,False,leusden,https://leusden.incijfers.nl/Dashboard,https://leusden.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,leusden
Lopik,0331,Utrecht,False,lopik,https://lopik.incijfers.nl/Dashboard,https://lopik.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,lopik
Montfoort,0335,Utrecht,False,montfoort,https://montfoort.incijfers.nl/Dashboard,https://montfoort.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,montfoort
Nieuwegein,0356,Utrecht,False,nieuwegein,https://nieuwegein.incijfers.nl/Dashboard,https://nieuwegein.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,nieuwegein
Oudewater,0589,Utrecht,False,oudewater,https://oudewater.incijfers.nl/Dashboard,https://oudewater.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,oudewater
Renswoude,0339,Utrecht,False,renswoude,https://renswoude.incijfers.nl/Dashboard,https://renswoude.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,renswoude
Rhenen,0340,Utrecht,False,rhenen,https://rhenen.incijfers.nl/Dashboard,https://rhenen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,rhenen
Soest,0342,Utrecht,False,soest,https://soest.incijfers.nl/Dashboard,https://soest.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,soest
Stichtse Vecht,1904,Utrecht,False,stichtse,https://stichtse.incijfers.nl/Dashboard,https://stichtse.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,stichtse-vecht stichtsevecht stichtse
Utrecht,0344,Utrecht,False,utrecht,https://utrecht.incijfers.nl/Dashboard,https://utrecht.incijfers.nl/mosaic/thema,thema - West,200,not_dashboard,utrecht
Utrechtse Heuvelrug,1581,Utrecht,False,utrechtse,https://utrechtse.incijfers.nl/Dashboard,https://utrechtse.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,utrechtse-heuvelrug utrechtseheuvelrug utrechtse
Veenendaal,0345,Utrecht,False,veenendaal,https://veenendaal.incijfers.nl/Dashboard,https://veenendaal.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,veenendaal
Vijfheerenlanden,1961,Utrecht,False,vijfheerenlanden,https://vijfheerenlanden.incijfers.nl/Dashboard,https://vijfheerenlanden.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,vijfheerenlanden
Wijk bij Duurstede,0352,Utrecht,False,wijk,https://wijk.incijfers.nl/Dashboard,https://wijk.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,wijk-bij-duurstede wijkbijduurstede wijk
Woerden,0632,Utrecht,False,woerden,https://woerden.incijfers.nl/Dashboard,https://woerden.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,woerden
Woudenberg,0351,Utrecht,False,woudenberg,https://woudenberg.incijfers.nl/Dashboard,https://woudenberg.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,woudenberg
Zeist,0355,Utrecht,False,zeist,https://zeist.incijfers.nl/Dashboard,https://zeist.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,zeist
Borsele,0654,Zeeland,False,borsele,https://borsele.incijfers.nl/Dashboard,https://borsele.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,borsele
Goes,0664,Zeeland,False,goes,https://goes.incijfers.nl/Dashboard,https://goes.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,goes
Hulst,0677,Zeeland,False,hulst,https://hulst.incijfers.nl/Dashboard,https://hulst.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,hulst
Kapelle,0678,Zeeland,False,kapelle,https://kapelle.incijfers.nl/Dashboard,https://kapelle.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,kapelle
Middelburg,0687,Zeeland,False,middelburg,https://middelburg.incijfers.nl/Dashboard,https://middelburg.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,middelburg
Noord-Beveland,1695,Zeeland,False,noord,https://noord.incijfers.nl/Dashboard,https://noord.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,noord-beveland noordbeveland noord
Reimerswaal,0703,Zeeland,True,reimerswaal,https://reimerswaal.incijfers.nl/Dashboard,https://reimerswaal.incijfers.nl/Dashboard,Reimerswaal in Cijfers - Reimerswaal,200,ok,reimerswaal
Schouwen-Duiveland,1676,Zeeland,False,schouwen,https://schouwen.incijfers.nl/Dashboard,https://schouwen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,schouwen-duiveland schouwenduiveland schouwen
Sluis,1714,Zeeland,False,sluis,https://sluis.incijfers.nl/Dashboard,https://sluis.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,sluis
Terneuzen,0715,Zeeland,True,terneuzen,https://terneuzen.incijfers.nl/Dashboard,https://terneuzen.incijfers.nl/Dashboard,Terneuzen in Cijfers - Terneuzen,200,ok,terneuzen
Tholen,0716,Zeeland,False,tholen,https://tholen.incijfers.nl/Dashboard,https://tholen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,tholen
Veere,0717,Zeeland,False,veere,https://veere.incijfers.nl/Dashboard,https://veere.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,veere
Vlissingen,0718,Zeeland,False,vlissingen,https://vlissingen.incijfers.nl/Dashboard,https://vlissingen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,vlissingen
Alblasserdam,0482,Zuid-Holland,False,alblasserdam,https://alblasserdam.incijfers.nl/Dashboard,https://alblasserdam.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,alblasserdam
Albrandswaard,0613,Zuid-Holland,False,albrandswaard,https://albrandswaard.incijfers.nl/Dashboard,https://albrandswaard.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,albrandswaard
Alphen aan den Rijn,0484,Zuid-Holland,True,alphenaandenrijn,https://alphenaandenrijn.incijfers.nl/Dashboard,https://alphenaandenrijn.incijfers.nl/Dashboard,Alphen aan den Rijn in Cijfers - Alphen aan den Rijn,200,ok,alphen-aan-den-rijn alphenaandenrijn
Barendrecht,0489,Zuid-Holland,False,barendrecht,https://barendrecht.incijfers.nl/Dashboard,https://barendrecht.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,barendrecht
Bodegraven-Reeuwijk,1901,Zuid-Holland,False,bodegraven,https://bodegraven.incijfers.nl/Dashboard,https://bodegraven.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,bodegraven-reeuwijk bodegravenreeuwijk bodegraven
Capelle aan den IJssel,0502,Zuid-Holland,True,capelle,https://capelle.incijfers.nl/Dashboard,https://capelle.incijfers.nl/Dashboard,Capelle aan den IJssel in Cijfers - Capelle aan den IJssel,200,ok,capelle
Delft,0503,Zuid-Holland,False,delft,https://delft.incijfers.nl/Dashboard,https://delft.incijfers.nl/mosaic/dashboard-kerncijfers,Dashboard Kerncijfers - Binnenstad,200,not_dashboard,delft
Den Haag,0518,Zuid-Holland,False,haag,https://haag.incijfers.nl/Dashboard,https://haag.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,den-haag denhaag haag
Dordrecht,0505,Zuid-Holland,False,dordrecht,https://dordrecht.incijfers.nl/Dashboard,https://dordrecht.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,dordrecht
Goeree-Overflakkee,1924,Zuid-Holland,False,goeree,https://goeree.incijfers.nl/Dashboard,https://goeree.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,goeree-overflakkee goereeoverflakkee goeree
Gorinchem,0512,Zuid-Holland,False,gorinchem,https://gorinchem.incijfers.nl/Dashboard,https://gorinchem.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,gorinchem
Gouda,0513,Zuid-Holland,False,gouda,https://gouda.incijfers.nl/Dashboard,https://gouda.incijfers.nl/Dashboard,Pagina niet gevonden - 404,404,404,gouda
Hardinxveld-Giessendam,0523,Zuid-Holland,False,hardinxveld,https://hardinxveld.incijfers.nl/Dashboard,https://hardinxveld.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,hardinxveld-giessendam hardinxveldgiessendam hardinxveld
Hendrik-Ido-Ambacht,0531,Zuid-Holland,False,hendrik,https://hendrik.incijfers.nl/Dashboard,https://hendrik.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,hendrik-ido-ambacht hendrikidoambacht hendrik
Hillegom,0534,Zuid-Holland,True,hillegom,https://hillegom.incijfers.nl/Dashboard,https://hlt.incijfers.nl/dashboard?regionlevel=gemeente&regioncode=534,HLT in Cijfers - Hillegom,200,ok,hillegom
Hoeksche Waard,1963,Zuid-Holland,True,hoekschewaard,https://hoekschewaard.incijfers.nl/Dashboard,https://hoekschewaard.incijfers.nl/Dashboard,Hoeksche Waard in Cijfers - Hoeksche Waard,200,ok,hoeksche-waard hoekschewaard
Kaag en Braassem,1884,Zuid-Holland,False,kaag,https://kaag.incijfers.nl/Dashboard,https://kaag.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,kaag-en-braassem kaagenbraassem kaag
Katwijk,0537,Zuid-Holland,False,katwijk,https://katwijk.incijfers.nl/Dashboard,https://katwijk.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,katwijk
Krimpen aan den IJssel,0542,Zuid-Holland,False,krimpenijssel,https://krimpenijssel.incijfers.nl/Dashboard,https://krimpenijssel.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,krimpen-aan-den-ijssel krimpenaandenijssel krimpen krimpen-ijssel krimpenijssel
Krimpenerwaard,1931,Zuid-Holland,False,krimpenerwaard,https://krimpenerwaard.incijfers.nl/Dashboard,https://krimpenerwaard.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,krimpenerwaard
Lansingerland,1621,Zuid-Holland,False,lansingerland,https://lansingerland.incijfers.nl/Dashboard,https://lansingerland.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,lansingerland
Leiden,0546,Zuid-Holland,False,leiden,https://leiden.incijfers.nl/Dashboard,https://leiden.incijfers.nl/mosaic/dashboard,Dashboard - Binnenstad-Zuid,200,not_dashboard,leiden
Leiderdorp,0547,Zuid-Holland,False,leiderdorp,https://leiderdorp.incijfers.nl/Dashboard,https://leiderdorp.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,leiderdorp
Leidschendam-Voorburg,1916,Zuid-Holland,False,leidschendam,https://leidschendam.incijfers.nl/Dashboard,https://leidschendam.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,leidschendam-voorburg leidschendamvoorburg leidschendam
Lisse,0553,Zuid-Holland,True,lisse,https://lisse.incijfers.nl/Dashboard,https://hlt.incijfers.nl/dashboard?regionlevel=gemeente&regioncode=553,HLT in Cijfers - Hillegom,200,ok,lisse
Maassluis,0556,Zuid-Holland,True,maassluis,https://maassluis.incijfers.nl/Dashboard,https://maassluis-schiedam.incijfers.nl/dashboard?regionlevel=gemeente&regioncode=556,Maassluis-Schiedam in Cijfers - Maassluis,200,ok,maassluis
Midden-Delfland,1842,Zuid-Holland,False,midden,https://midden.incijfers.nl/Dashboard,https://midden.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,midden-delfland middendelfland midden
Molenlanden,1978,Zuid-Holland,False,molenlanden,https://molenlanden.incijfers.nl/Dashboard,https://molenlanden.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,molenlanden
Nieuwkoop,0569,Zuid-Holland,True,nieuwkoop,https://nieuwkoop.incijfers.nl/Dashboard,https://nieuwkoop.incijfers.nl/Dashboard,Nieuwkoop in Cijfers - Nieuwkoop,200,ok,nieuwkoop
Nissewaard,1930,Zuid-Holland,False,nissewaard,https://nissewaard.incijfers.nl/Dashboard,https://nissewaard.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,nissewaard
Noordwijk,0575,Zuid-Holland,True,noordwijk,https://noordwijk.incijfers.nl/Dashboard,https://noordwijk.incijfers.nl/Dashboard,Noordwijk in Cijfers - Noordwijk,200,ok,noordwijk
Oegstgeest,0579,Zuid-Holland,False,oegstgeest,https://oegstgeest.incijfers.nl/Dashboard,https://oegstgeest.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,oegstgeest
Papendrecht,0590,Zuid-Holland,False,papendrecht,https://papendrecht.incijfers.nl/Dashboard,https://papendrecht.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,papendrecht
Pijnacker-Nootdorp,1926,Zuid-Holland,True,pijnacker-nootdorp,https://pijnacker-nootdorp.incijfers.nl/Dashboard,https://pijnacker-nootdorp.incijfers.nl/Dashboard,Pijnacker-Nootdorp in Cijfers - Gemeente Pijnacker-Nootdorp,200,ok,pijnacker-nootdorp
Ridderkerk,0597,Zuid-Holland,False,ridderkerk,https://ridderkerk.incijfers.nl/Dashboard,https://ridderkerk.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,ridderkerk
Rijswijk,0603,Zuid-Holland,True,rijswijk,https://rijswijk.incijfers.nl/Dashboard,https://rijswijk.incijfers.nl/Dashboard,Rijswijk in Cijfers - Rijswijk,200,ok,rijswijk
Rotterdam,0599,Zuid-Holland,False,rotterdam,https://rotterdam.incijfers.nl/Dashboard,https://onderzoek010.nl/mosaic/onderzoek010,Onderzoek010 - Afrikaanderwijk,200,not_dashboard,rotterdam
Schiedam,0606,Zuid-Holland,True,schiedam,https://schiedam.incijfers.nl/Dashboard,https://maassluis-schiedam.incijfers.nl/dashboard?regionlevel=gemeente&regioncode=606,Maassluis-Schiedam in Cijfers - Maassluis,200,ok,schiedam
Sliedrecht,0610,Zuid-Holland,False,sliedrecht,https://sliedrecht.incijfers.nl/Dashboard,https://sliedrecht.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,sliedrecht
Teylingen,1525,Zuid-Holland,True,teylingen,https://teylingen.incijfers.nl/Dashboard,https://hlt.incijfers.nl/dashboard?regionlevel=gemeente&regioncode=1525,HLT in Cijfers - Hillegom,200,ok,teylingen
Vlaardingen,0622,Zuid-Holland,False,vlaardingen,https://vlaardingen.incijfers.nl/Dashboard,https://vlaardingen.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,vlaardingen
Voorne aan Zee,1992,Zuid-Holland,False,voornezee,https://voornezee.incijfers.nl/Dashboard,https://voornezee.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,voorne-aan-zee voorneaanzee voorne voorne-zee voornezee
Voorschoten,0626,Zuid-Holland,True,voorschoten,https://voorschoten.incijfers.nl/Dashboard,https://voorschoten.incijfers.nl/Dashboard,Voorschoten in Cijfers - Gemeente Voorschoten,200,ok,voorschoten
Waddinxveen,0627,Zuid-Holland,True,waddinxveen,https://waddinxveen.incijfers.nl/Dashboard,https://waddinxveen.incijfers.nl/Dashboard,Waddinxveen in Cijfers - Gemeente Waddinxveen,200,ok,waddinxveen
Wassenaar,0629,Zuid-Holland,True,wassenaar,https://wassenaar.incijfers.nl/Dashboard,https://wassenaar.incijfers.nl/Dashboard,Wassenaar in Cijfers - Wassenaar,200,ok,wassenaar
Westland,1783,Zuid-Holland,True,westland,https://westland.incijfers.nl/Dashboard,https://westland.incijfers.nl/Dashboard,Westland in Cijfers - Gemeente Westland,200,ok,westland
Zoetermeer,0637,Zuid-Holland,False,zoetermeer,https://zoetermeer.incijfers.nl/Dashboard,https://zoetermeer.incijfers.nl/mosaic/zoetermeer-in-cijfers,Zoetermeer in Cijfers - Dorp,200,not_dashboard,zoetermeer
Zoeterwoude,0638,Zuid-Holland,False,zoeterwoude,https://zoeterwoude.incijfers.nl/Dashboard,https://zoeterwoude.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,zoeterwoude
Zuidplas,1892,Zuid-Holland,False,zuidplas,https://zuidplas.incijfers.nl/Dashboard,https://zuidplas.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,zuidplas
Zwijndrecht,0642,Zuid-Holland,False,zwijndrecht,https://zwijndrecht.incijfers.nl/Dashboard,https://zwijndrecht.incijfers.nl/dashboard/AvailableDomains.aspx,Gemeente in Cijfers,200,available_domains,zwijndrecht
